country_from,country_to,S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
India,Saudi Arab,55,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",7.26,11.54,58.95
India,Saudi Arab,56,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,13.68,11.11,-18.75
India,Saudi Arab,57,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,5.80,4.96,-14.53
India,Saudi Arab,58,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",8.22,8.08,-1.71
India,Saudi Arab,59,60,KNITTED OR CROCHETED FABRICS.,0.78,1.28,64.71
India,Saudi Arab,60,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",209.88,197.45,-5.92
India,Saudi Arab,61,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",170.30,162.66,-4.49
India,Saudi Arab,62,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,37.94,36.47,-3.87
India,Saudi Arab,63,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",40.83,36.77,-9.95
India,Saudi Arab,64,65,HEADGEAR AND PARTS THEREOF.,2.40,2.43,1.46
India,Saudi Arab,65,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,0.04,769.22
India,Saudi Arab,66,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.04,0.03,-22.6
India,Saudi Arab,67,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",36.39,47.74,31.2
India,Saudi Arab,68,69,CERAMIC PRODUCTS.,87.24,51.10,-41.43
India,Saudi Arab,69,70,GLASS AND GLASSWARE.,16.52,18.58,12.43
India,Saudi Arab,70,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",104.30,151.58,45.33
India,Saudi Arab,71,72,IRON AND STEEL,127.77,109.42,-14.36
India,Saudi Arab,72,73,ARTICLES OF IRON OR STEEL,542.55,562.30,3.64
India,Saudi Arab,73,74,COPPER AND ARTICLES THEREOF.,860.56,531.78,-38.21
India,Saudi Arab,74,75,NICKEL AND ARTICLES THEREOF.,10.39,11.06,6.42
India,Saudi Arab,75,76,ALUMINIUM AND ARTICLES THEREOF.,222.58,106.60,-52.11
India,Saudi Arab,76,78,LEAD AND ARTICLES THEREOF.,0.94,0.37,-60.92
India,Saudi Arab,77,79,ZINC AND ARTICLES THEREOF.,30.48,76.46,150.9
India,Saudi Arab,78,80,TIN AND ARTICLES THEREOF.,0.45,1.54,244.99
India,Saudi Arab,79,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.82,0.45,-44.87
India,Saudi Arab,80,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",13.54,14.04,3.64
India,Saudi Arab,81,83,MISCELLANEOUS ARTICLES OF BASE METAL.,25.18,29.99,19.09
India,Saudi Arab,82,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",920.02,967.12,5.12
India,Saudi Arab,83,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",633.79,729.35,15.08
India,Saudi Arab,84,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",5.82,6.87,18.03
India,Saudi Arab,85,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1663.09,1603.06,-3.61
India,Saudi Arab,86,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",441.17,1114.83,152.7
India,Saudi Arab,87,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",37.81,66.00,74.58
India,Saudi Arab,88,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",53.97,106.81,97.89
India,Saudi Arab,89,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.27,1.24,357.29
India,Saudi Arab,90,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.05,0.01,-76.64
India,Saudi Arab,91,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,3.79,7.07,86.66
India,Saudi Arab,92,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",51.57,53.14,3.03
India,Saudi Arab,93,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",2.92,2.65,-9.16
India,Saudi Arab,94,96,MISCELLANEOUS MANUFACTURED ARTICLES.,11.40,12.60,10.51
India,Saudi Arab,95,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.40,0.33,-17.14
India,Saudi Arab,96,98,PROJECT GOODS; SOME SPECIAL USES.,0.24,0.20,-18.33
India,Saudi Arab,97,99,MISCELLANEOUS GOODS.,0.01,0.00,-84.61
India,Switzerland,1,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.61,0.35,-41.57
India,Switzerland,2,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.00,0.00,n/a
India,Switzerland,3,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.01,0.06,758.23
India,Switzerland,4,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.08,0.08,3.22
India,Switzerland,5,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,2.98,3.46,16.31
India,Switzerland,6,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,4.71,3.47,-26.39
India,Switzerland,7,9,"COFFEE, TEA, MATE AND SPICES.",6.15,7.69,25.1
India,Switzerland,8,10,CEREALS.,2.38,1.40,-40.93
India,Switzerland,9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.08,0.12,55.51
India,Switzerland,10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.25,0.23,-9.33
India,Switzerland,11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1.45,2.40,65.99
India,Switzerland,12,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.00,0.01,183.3
India,Switzerland,13,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.24,0.50,111.71
India,Switzerland,14,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.00,0.00,n/a
India,Switzerland,15,17,SUGARS AND SUGAR CONFECTIONERY.,0.03,0.09,233.35
India,Switzerland,16,18,COCOA AND COCOA PREPARATIONS.,0.00,0.00,-21.33
India,Switzerland,17,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.20,0.16,-17.27
India,Switzerland,18,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.13,1.65,45.24
India,Switzerland,19,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.31,0.44,44.12
India,Switzerland,20,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.02,0.02,-11.99
India,Switzerland,21,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.37,1.11,198.21
India,Switzerland,22,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.16,0.23,44.95
India,Switzerland,23,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.10,0.11,6.7
India,Switzerland,24,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",21.37,22.65,5.95
India,Switzerland,25,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",75.31,3.91,-94.81
India,Switzerland,26,29,ORGANIC CHEMICALS,544.36,606.99,11.51
India,Switzerland,27,30,PHARMACEUTICAL PRODUCTS,17.03,17.16,0.76
India,Switzerland,28,31,FERTILISERS.,0.02,0.08,293.06
India,Switzerland,29,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",17.36,13.02,-25.02
India,Switzerland,30,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",8.99,9.64,7.22
India,Switzerland,31,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.76,0.88,16.05
India,Switzerland,32,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.06,0.08,29.75
India,Switzerland,33,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.00,0.00,n/a
India,Switzerland,34,38,MISCELLANEOUS CHEMICAL PRODUCTS.,4.22,6.67,57.98
India,Switzerland,35,39,PLASTIC AND ARTICLES THEREOF.,3.26,2.96,-9.23
India,Switzerland,36,40,RUBBER AND ARTICLES THEREOF.,8.57,8.24,-3.82
India,Switzerland,37,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.00,0.00,-96.64
India,Switzerland,38,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",11.49,11.64,1.38
India,Switzerland,39,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,0.00,-64.01
India,Switzerland,40,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,1.05,0.94,-10.61
India,Switzerland,41,45,CORK AND ARTICLES OF CORK.,0.01,0.02,140.61
India,Switzerland,42,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.38,0.10,-74.86
India,Switzerland,43,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.81,0.20,-75.58
India,Switzerland,44,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.13,0.60,376.73
India,Switzerland,45,50,SILK,0.08,0.35,319.02
India,Switzerland,46,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.01,0.02,345.39
India,Switzerland,47,52,COTTON.,3.20,1.26,-60.77
India,Switzerland,48,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.24,0.21,-14.67
India,Switzerland,49,54,MAN-MADE FILAMENTS.,0.36,0.28,-24.08
India,Switzerland,50,55,MAN-MADE STAPLE FIBRES.,0.08,0.01,-83.0
India,Switzerland,51,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.05,0.11,111.85
India,Switzerland,52,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1.95,1.85,-5.21
India,Switzerland,53,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.05,0.06,40.49
India,Switzerland,54,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.13,0.11,-19.2
India,Switzerland,55,60,KNITTED OR CROCHETED FABRICS.,0.02,0.04,137.46
India,Switzerland,56,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",22.77,21.49,-5.6
India,Switzerland,57,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",14.26,15.54,9.04
India,Switzerland,58,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,6.45,5.44,-15.67
India,Switzerland,59,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",7.60,6.43,-15.48
India,Switzerland,60,65,HEADGEAR AND PARTS THEREOF.,0.38,0.39,0.44
India,Switzerland,61,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,0.00,-75.6
India,Switzerland,62,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.70,0.65,-7.33
India,Switzerland,63,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.86,1.48,72.66
India,Switzerland,64,69,CERAMIC PRODUCTS.,0.12,0.30,142.66
India,Switzerland,65,70,GLASS AND GLASSWARE.,1.99,2.60,30.25
India,Switzerland,66,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",535.36,467.45,-12.69
India,Switzerland,67,72,IRON AND STEEL,8.48,12.31,45.12
India,Switzerland,68,73,ARTICLES OF IRON OR STEEL,10.36,8.25,-20.34
India,Switzerland,69,74,COPPER AND ARTICLES THEREOF.,1.51,1.02,-32.21
India,Switzerland,70,75,NICKEL AND ARTICLES THEREOF.,1.09,1.63,49.5
India,Switzerland,71,76,ALUMINIUM AND ARTICLES THEREOF.,6.88,1.84,-73.19
India,Switzerland,72,79,ZINC AND ARTICLES THEREOF.,0.00,0.00,4360.7
India,Switzerland,73,80,TIN AND ARTICLES THEREOF.,0.00,0.00,n/a
India,Switzerland,74,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.22,0.25,14.93
India,Switzerland,75,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",2.56,2.68,4.6
India,Switzerland,76,83,MISCELLANEOUS ARTICLES OF BASE METAL.,1.03,0.53,-48.82
India,Switzerland,77,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",44.14,74.46,68.69
India,Switzerland,78,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",27.25,29.09,6.76
India,Switzerland,79,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.77,0.60,-22.59
India,Switzerland,80,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",12.70,15.97,25.69
India,Switzerland,81,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",12.26,15.74,28.4
India,Switzerland,82,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.00,0.01,1021.63
India,Switzerland,83,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",26.72,30.67,14.79
India,Switzerland,84,91,CLOCKS AND WATCHES AND PARTS THEREOF.,25.93,20.61,-20.51
India,Switzerland,85,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.05,0.06,20.28
India,Switzerland,86,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.00,0.00,n/a
India,Switzerland,87,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.25,1.91,-15.24
India,Switzerland,88,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.74,0.69,-5.91
India,Switzerland,89,96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.47,0.35,-24.74
India,Switzerland,90,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,8.39,1.17,-86.01
India,Switzerland,91,98,PROJECT GOODS; SOME SPECIAL USES.,0.02,0.12,576.71
India,Switzerland,92,99,MISCELLANEOUS GOODS.,0.00,0.01,318.98
India,Taiwan,1,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",63.71,63.08,-0.99
India,Taiwan,2,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",1.74,1.79,2.76
India,Taiwan,3,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.00,0.02,461.22
India,Taiwan,4,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.25,0.20,-20.76
India,Taiwan,5,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,1.95,2.65,35.42
India,Taiwan,6,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,1.73,0.66,-61.93
India,Taiwan,7,9,"COFFEE, TEA, MATE AND SPICES.",11.88,12.00,0.94
India,Taiwan,8,10,CEREALS.,2.29,1.84,-19.7
India,Taiwan,9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.66,3.47,109.03
India,Taiwan,10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",24.44,20.75,-15.1
India,Taiwan,11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",7.00,7.86,12.35
India,Taiwan,12,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.07,0.05,-29.4
India,Taiwan,13,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,6.26,8.55,36.57
India,Taiwan,14,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.45,0.00,-99.99
India,Taiwan,15,17,SUGARS AND SUGAR CONFECTIONERY.,2.00,2.63,31.64
India,Taiwan,16,18,COCOA AND COCOA PREPARATIONS.,0.01,0.07,877.71
India,Taiwan,17,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.75,0.75,-0.78
India,Taiwan,18,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",11.73,16.90,44.11
India,Taiwan,19,21,MISCELLANEOUS EDIBLE PREPARATIONS.,9.18,13.03,41.94
India,Taiwan,20,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.24,0.15,-38.91
India,Taiwan,21,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,76.41,60.03,-21.44
India,Taiwan,22,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.78,0.52,-81.46
India,Taiwan,23,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",42.60,33.40,-21.59
India,Taiwan,24,26,"ORES, SLAG AND ASH.",0.25,0.23,-6.65
India,Taiwan,25,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",256.78,29.38,-88.56
India,Taiwan,26,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",20.79,26.05,25.32
India,Taiwan,27,29,ORGANIC CHEMICALS,268.82,394.67,46.82
India,Taiwan,28,30,PHARMACEUTICAL PRODUCTS,18.32,27.56,50.44
India,Taiwan,29,31,FERTILISERS.,0.09,0.19,97.92
India,Taiwan,30,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",25.19,27.75,10.18
India,Taiwan,31,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",3.22,3.24,0.35
India,Taiwan,32,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",5.10,5.89,15.57
India,Taiwan,33,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.17,1.37,-56.83
India,Taiwan,34,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.00,0.00,-64.95
India,Taiwan,35,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.00,0.00,n/a
India,Taiwan,36,38,MISCELLANEOUS CHEMICAL PRODUCTS.,23.08,23.64,2.41
India,Taiwan,37,39,PLASTIC AND ARTICLES THEREOF.,16.80,14.13,-15.93
India,Taiwan,38,40,RUBBER AND ARTICLES THEREOF.,6.78,9.86,45.36
India,Taiwan,39,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,1.11,0.95,-14.38
India,Taiwan,40,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",3.43,2.48,-27.84
India,Taiwan,41,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,0.00,-34.61
India,Taiwan,42,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.92,0.83,-9.91
India,Taiwan,43,45,CORK AND ARTICLES OF CORK.,0.01,0.00,-92.27
India,Taiwan,44,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,0.00,-79.91
India,Taiwan,45,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2.86,1.50,-47.57
India,Taiwan,46,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.12,0.09,-28.54
India,Taiwan,47,50,SILK,0.01,0.01,-29.24
India,Taiwan,48,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.75,0.20,-73.73
India,Taiwan,49,52,COTTON.,52.77,40.83,-22.63
India,Taiwan,50,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.63,0.82,29.55
India,Taiwan,51,54,MAN-MADE FILAMENTS.,0.38,0.49,30.96
India,Taiwan,52,55,MAN-MADE STAPLE FIBRES.,0.65,1.30,100.61
India,Taiwan,53,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",1.18,0.46,-61.11
India,Taiwan,54,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.89,0.64,-28.06
India,Taiwan,55,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.24,0.21,-14.12
India,Taiwan,56,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.34,0.29,-15.39
India,Taiwan,57,60,KNITTED OR CROCHETED FABRICS.,0.00,0.00,81.15
India,Taiwan,58,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",5.72,3.40,-40.66
India,Taiwan,59,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",6.47,3.56,-44.98
India,Taiwan,60,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,5.75,7.16,24.49
India,Taiwan,61,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.94,3.34,-15.16
India,Taiwan,62,65,HEADGEAR AND PARTS THEREOF.,0.11,0.13,14.59
India,Taiwan,63,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,0.00,-95.83
India,Taiwan,64,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,0.01,5.47
India,Taiwan,65,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",3.40,4.50,32.55
